"VOC ID"|"Original Filename"|"Flickr Image ID"|"Flickr Username"|"Real Name"
"001442"|"msrcorid_animals_cows_general/112_1287"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001443"|"schroff/imgp0084_"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001444"|"flickr_lorry/32354875"|"32354875"|"Lorry Girl"|"Lorry Girl"
"001445"|"flickr_cat/85737782"|"85737782"|"Sbocaj"|"jeremiah"
"001446"|"flickr_sheep/66993123"|"66993123"|"Tatker"|"Kathy Littleton"
"001447"|"msrcorid_animals_sheep_general/108_0898"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001448"|"msrcorid_cars_rear view/120_2066"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001449"|"msrcorid_animals_sheep_single/114_1433"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001450"|"msrcorid_bicycles_general/158_5846"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001451"|"msrcorid_cars_rear view/154_5438"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001452"|"flickr_bus/72159267"|"72159267"|"LeggNet"|"Rich Legg"
"001453"|"flickr_bus/70656730"|"70656730"|"cakeyvoice"|"hannah simpson"
"001454"|"men/dscf0018"|"n/a"|"n/a"|"Maria-Elena Nilsback, University of Oxford"
"001455"|"flickr_horse/71577866"|"71577866"|"JayRatcliffe"|"Jay"
"001456"|"msrcorid_bicycles_side view, single/105_0539"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001457"|"flickr_motorbike/10385286"|"10385286"|"barron"|"Barron"
"001458"|"msrcorid_cars_front view/160_6061"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001459"|"flickr_motorbike/32005949"|"32005949"|"Steve Parker"|"Steve Parker"
"001460"|"msrcorid_animals_cows_single/118_1869"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001461"|"flickr_cat/84066464"|"84066464"|"l&coolj"|"l&coolj"
"001462"|"flickr_cat/84104596"|"84104596"|"sidesmirk"|"Meghan"
"001463"|"msrcorid_cars_side view/104_0470"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001464"|"flickr_sheep/47568891"|"47568891"|"Dernhelmiana"|"Meg"
"001465"|"msrcorid_bicycles_side view, single/103_0353"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001466"|"johnquinn/img_0483"|"n/a"|"n/a"|"John Quinn, University of Edinburgh"
"001467"|"flickr_horse/72507005"|"72507005"|"DanaKamp"|"Dana Kamp"
"001468"|"flickr_motorbike/13078123"|"13078123"|"mrjorgen"|"J?rgen Schyberg"
"001469"|"flickr_dog/84122051"|"84122051"|"kpe II"|"kpe II"
"001470"|"flickr_sheep/53687242"|"53687242"|"rob511"|"Rob"
"001471"|"flickr_bicycle/69946880"|"69946880"|"Rod Graves"|"Rod Graves"
"001472"|"flickr_bus/71803628"|"71803628"|"Ian Fuller"|"Ian Fuller"
"001473"|"flickr_bus/69519421"|"69519421"|"HAMACHI!"|"HAMACHI!"
"001474"|"flickr_sheep/48251787"|"48251787"|"moosterbroek"|"moosterbroek"
"001475"|"flickr_sheep/50018003"|"50018003"|"ForestForTrees"|"Jeremy Price"
"001476"|"msrcorid_cars_side view/103_0387"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001477"|"flickr_dog/84004115"|"84004115"|"wylinator"|"Annabelle"
"001478"|"flickr_cat/85835398"|"85835398"|"jilbean3"|"Jill Warner"
"001479"|"flickr_dog/84549484"|"84549484"|"Jordon"|"Jordon Cooper"
"001480"|"bednar/20030402_02dx013_[big_stacy_pool]"|"n/a"|"n/a"|"James Bednar, University of Edinburgh"
"001481"|"flickr_sheep/50183137"|"50183137"|"flection"|"flection"
"001482"|"msrcorid_animals_cows_single/112_1294"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001483"|"msrcorid_cars_rear view/158_5891"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001484"|"flickr_bicycle/71120970"|"71120970"|"David et Magalie"|"David et Magalie"
"001485"|"msrcorid_cars_side view/104_0450"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001486"|"msrcorid_cars_rear view/161_6128"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001487"|"flickr_cow/56023791"|"56023791"|"Twm?"|"Twm"
"001488"|"sharmeli/dsc03704"|"n/a"|"n/a"|"Stefan Harmeling, University of Edinburgh"
"001489"|"flickr_horse/72514273"|"72514273"|"DanaKamp"|"Dana Kamp"
"001490"|"msrcorid_animals_sheep_general/111_1135"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001491"|"flickr_cat/83845890"|"83845890"|"MargaChiu"|"Marga Chiu"
"001492"|"msrcorid_cars_rear view/158_5890"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001493"|"flickr_bus/79172598"|"79172598"|"u-yam"|"u-yam"
"001494"|"msrcorid_animals_cows_single/118_1876"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001495"|"flickr_dog/84127044"|"84127044"|"grogo"|"Greg Rogalski"
"001496"|"flickr_cat/83936161"|"83936161"|"Chris Griego"|"Chris Griego"
"001497"|"flickr_bus/71809313"|"71809313"|"Ian Fuller"|"Ian Fuller"
"001498"|"flickr_cat/83937004"|"83937004"|"Chris Griego"|"Chris Griego"
"001499"|"flickr_motorbike/22999009"|"22999009"|"mart & gree"|"mart & gree"
"001500"|"s0454392/100_0702"|"n/a"|"n/a"|"Juan Huo, University of Edinburgh"
"001501"|"flickr_horse/71578108"|"71578108"|"JayRatcliffe"|"Jay"
"001502"|"flickr_dog/84020248"|"84020248"|"w i l l y j e e n"|"Erin Vey"
"001503"|"flickr_horse/73895038"|"73895038"|"photogirl72"|"Patricia Graves"
"001504"|"msrcorid_cars_side view/112_1261"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001505"|"fiona/peanutbutter-fan"|"n/a"|"n/a"|"Fiona Jamieson, University of Edinburgh"
"001506"|"flickr_horse/73938139"|"73938139"|"Sarah Eshelman"|"Sarah Eshelman"
"001507"|"flickr_bicycle/83517618"|"83517618"|"moderan"|"Lutz Zimmermann"
"001508"|"flickr_bicycle/74700407"|"74700407"|"iblitz"|"Joan"
"001509"|"flickr_dog/84096039"|"84096039"|"gillilandian"|"Ian"
"001510"|"flickr_motorbike/10883730"|"10883730"|"RichardLowkes"|"Richard Lowkes"
"001511"|"flickr_horse/72879071"|"72879071"|"Eternal Life1"|"Daniela"
"001512"|"flickr_dog/83988776"|"83988776"|"VASpider."|"VASpider."
"001513"|"flickr_bicycle/76842512"|"76842512"|"andrewestel"|"Andrew Estel"
"001514"|"flickr_horse/72521491"|"72521491"|"The Old Siftar"|"Al Siftar"
"001515"|"s0454392/100_0659"|"n/a"|"n/a"|"Juan Huo, University of Edinburgh"
"001516"|"flickr_bicycle/74461693"|"74461693"|"u-yam"|"u-yam"
"001517"|"flickr_cat/83886932"|"83886932"|"minnemynx"|"minnemynx"
"001518"|"flickr_cat/84785412"|"84785412"|"Arietta's"|"Arietta"
"001519"|"flickr_bus/71678227"|"71678227"|"mzsatish"|"satish Vijaykumar"
"001520"|"msrcorid_cars_side view/159_5905"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001521"|"flickr_bus/71811951"|"71811951"|"Ian Fuller"|"Ian Fuller"
"001522"|"flickr_motorbike/29270193"|"29270193"|"Pandiyan"|"Pandiyan V"
"001523"|"flickr_horse/77326537"|"77326537"|"cindy47452"|"Cindy Seigle"
"001524"|"me/dscn0589"|"n/a"|"n/a"|"Mark Everingham"
"001525"|"flickr_bus/71464318"|"71464318"|"liverpool jim and val"|"jim and val melia drummond"
"001526"|"flickr_bus/71923335"|"71923335"|"happybuses"|"PETER"
"001527"|"bednar/20020805_02dx007_tasca_[crop]"|"n/a"|"n/a"|"James Bednar, University of Edinburgh"
"001528"|"flickr_bicycle/76621216"|"76621216"|"skiptooth"|"skiptooth"
"001529"|"s0454392/100_0697"|"n/a"|"n/a"|"Juan Huo, University of Edinburgh"
"001530"|"flickr_motorbike/13335057"|"13335057"|"SuperErnie"|"Ernest"
"001531"|"flickr_bicycle/70189299"|"70189299"|"camp9"|"camp9"
"001532"|"msrcorid_animals_cows_single/118_1896"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001533"|"flickr_motorbike/10888064"|"10888064"|"roodie"|"Ravinder Sura"
"001534"|"msrcorid_bicycles_side view, single/103_0351"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001535"|"msrcorid_animals_cows_general/108_0853"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001536"|"flickr_horse/72506948"|"72506948"|"DanaKamp"|"Dana Kamp"
"001537"|"flickr_cat/84350233"|"84350233"|"Nina who would like to be Borgia"|"Nina"
"001538"|"flickr_cat/85209961"|"85209961"|"no0815girl"|"no0815girl"
"001539"|"flickr_cat/84175230"|"84175230"|"ScoutRadio"|"David Yeager"
"001540"|"msrcorid_cars_rear view/160_6096"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001541"|"flickr_horse/72506315"|"72506315"|"DanaKamp"|"Dana Kamp"
"001542"|"msrcorid_cars_rear view/153_5330"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001543"|"msrcorid_animals_sheep_single/109_0908"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001544"|"msrcorid_cars_side view/112_1239"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001545"|"flickr_cat/84179935"|"84179935"|"thomas23"|"tom"
"001546"|"flickr_dog/84088243"|"84088243"|"NanaP"|"Danielle Pensec"
"001547"|"flickr_lorry/31559645"|"31559645"|"Lorry Girl"|"Lorry Girl"
"001548"|"msrcorid_animals_sheep_general/115_1538"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001549"|"flickr_dog/84219965"|"84219965"|"latca"|"Michael Liu"
"001550"|"schroff/imgp0080"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001551"|"flickr_bicycle/74654202"|"74654202"|"chelseashutterbug"|"Chelsea"
"001552"|"flickr_cow/54026061"|"54026061"|"Clinton_12"|"Clinton"
"001553"|"me/dscn0586"|"n/a"|"n/a"|"Mark Everingham"
"001554"|"flickr_bicycle/76728023"|"76728023"|"kiwiperson23"|"Anne Marie"
"001555"|"flickr_cow/64678150"|"64678150"|"i 2 i"|"matthew mckittrick"
"001556"|"flickr_motorbike/24013585"|"24013585"|"dingbat29"|"David Bell"
"001557"|"flickr_cat/84265457"|"84265457"|"toybreaker"|"Bethany Shorb"
"001558"|"flickr_sheep/55712408"|"55712408"|"ukslim"|"John Hartnup"
"001559"|"flickr_horse/72513339"|"72513339"|"DanaKamp"|"Dana Kamp"
"001560"|"flickr_dog/83931640"|"83931640"|"phoned"|"phoned"
"001561"|"msrcorid_cars_rear view/156_5673"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001562"|"flickr_cow/54154030"|"54154030"|"kenyai"|"Tunde Pecsvari"
"001563"|"flickr_horse/73889514"|"73889514"|"photogirl72"|"Patricia Graves"
"001564"|"flickr_cat/84093962"|"84093962"|"Aishacat"|"Helena Bergin"
"001565"|"flickr_motorbike/15459400"|"15459400"|"gideonb"|"Gideon Bullock"
"001566"|"flickr_cat/84259451"|"84259451"|"Hotash"|"Hot Ash"
"001567"|"flickr_bus/71807624"|"71807624"|"Ian Fuller"|"Ian Fuller"
"001568"|"msrcorid_cars_front view/182_8257"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001569"|"mvanross/dscn7362"|"n/a"|"n/a"|"Mark Van Rossum, University of Edinburgh"
"001570"|"flickr_horse/73470145"|"73470145"|"mister lion"|"Lionel Slusny"
"001571"|"msrcorid_animals_sheep_single/115_1527"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001572"|"msrcorid_animals_sheep_single/114_1468"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001573"|"flickr_horse/73613649"|"73613649"|"pubwvj"|"Walter Jeffries"
"001574"|"flickr_dog/84734287"|"84734287"|"waferbaby"|"Daniel Bogan"
"001575"|"flickr_motorbike/13482807"|"13482807"|"x-mago"|"Martin Goebel"
"001576"|"flickr_motorbike/34142570"|"34142570"|"Rainmountain, Korea has us back Saturday ;-)"|"Nicole"
"001577"|"msrcorid_cars_rear view/176_7688"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001578"|"flickr_horse/73433348"|"73433348"|"?elChoco ? ?lickr"|"?elChoco ? ?lickr"
"001579"|"flickr_bus/69418410"|"69418410"|"adarwinian"|"adarwinian"
"001580"|"flickr_bus/69473259"|"69473259"|"slopoke"|"Dwayne"
"001581"|"flickr_dog/84190398"|"84190398"|"ciboulette"|"leah"
"001582"|"flickr_cat/83954920"|"83954920"|"u-yam"|"u-yam"
"001583"|"flickr_cat/84050589"|"84050589"|"Maia C"|"Maia C"
"001584"|"flickr_motorbike/15459008"|"15459008"|"gideonb"|"Gideon Bullock"
"001585"|"flickr_motorbike/32902796"|"32902796"|"tapioco"|"Roberto Lo Manto"
"001586"|"moray/dsc_2984"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001587"|"flickr_horse/72039435"|"72039435"|"Anthonygz"|"Anthony"
"001588"|"flickr_cat/84213656"|"84213656"|"Chorazin"|"Seth Dodson"
"001589"|"flickr_dog/84135958"|"84135958"|"PBrowne"|"Patti Browne"
"001590"|"flickr_bicycle/75539308"|"75539308"|"ghand_hi"|"ghand_hi"
"001591"|"flickr_motorbike/28062347"|"28062347"|"nanamin"|"??"
"001592"|"flickr_motorbike/13422877"|"13422877"|"Henrique Kwong"|"Henrique Kwong"
"001593"|"msrcorid_cars_side view/104_0431"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001594"|"flickr_horse/71371792"|"71371792"|"roganferguson"|"Rogan"
"001595"|"flickr_cat/85262196"|"85262196"|"doubanjiang"|"doubanjiang"
"001596"|"moray/dsc_2986"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001597"|"flickr_bicycle/70395432"|"70395432"|"BikePortland.org"|"Jonathan Maus"
"001598"|"schroff/imgp0841"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001599"|"flickr_bicycle/82643863"|"82643863"|"hubbubcustom"|"hubbubcustom"
"001600"|"flickr_horse/73953110"|"73953110"|"bunnygoth"|"Lisa Jacobs"
"001601"|"flickr_sheep/48555187"|"48555187"|"stero_hh"|"stero hamburg"
"001602"|"msrcorid_cars_side view/103_0397"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001603"|"sharmeli/dsc00621"|"n/a"|"n/a"|"Stefan Harmeling, University of Edinburgh"
"001604"|"flickr_cat/84096342"|"84096342"|"sidesmirk"|"Meghan"
"001605"|"flickr_cat/85414874"|"85414874"|"leahbear"|"Leah Bear"
"001606"|"flickr_cow/60076551"|"60076551"|"Robert Scarth"|"Robert Scarth"
"001607"|"flickr_motorbike/21607807"|"21607807"|"stegasaurus"|"cathy"
"001608"|"flickr_cat/85915285"|"85915285"|"jusgreat"|"Daniel Daugherty"
"001609"|"msrcorid_bicycles_side view, single/164_6416"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001610"|"flickr_motorbike/20343778"|"20343778"|"Speedymax"|"Simon"
"001611"|"msrcorid_cars_side view/112_1242"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001612"|"flickr_dog/84065407"|"84065407"|"Ripbud"|"J Romero"
"001613"|"flickr_motorbike/82450609"|"82450609"|"Eisbachlocal"|"Eisbachlocal"
"001614"|"flickr_motorbike/14177355"|"14177355"|"gori-jp"|"gori"
"001615"|"flickr_dog/84373673"|"84373673"|"seaskycoo"|"seaskycoo"
"001616"|"moray/img_4650"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001617"|"flickr_dog/84229041"|"84229041"|"mirkpinkelollo"|"d' Pope"
"001618"|"mvanross/dscn6697"|"n/a"|"n/a"|"Mark Van Rossum, University of Edinburgh"
"001619"|"msrcorid_cars_side view/105_0559"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001620"|"flickr_dog/84623770"|"84623770"|"magusita"|"Magu Quintana"
"001621"|"s0454392/100_0735"|"n/a"|"n/a"|"Juan Huo, University of Edinburgh"
"001622"|"flickr_motorbike/14374818"|"14374818"|"Speedymax"|"Simon"
"001623"|"flickr_dog/85598504"|"85598504"|"jqazm"|"james lin"
"001624"|"flickr_bicycle/69634329"|"69634329"|"duppy"|"Juho Vuohelainen"
"001625"|"msrcorid_animals_sheep_single/115_1519"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001626"|"flickr_dog/83934282"|"83934282"|"DarCheek"|"DarCheek"
"001627"|"flickr_cat/84229811"|"84229811"|"lindsayloveshermac"|"Lindsay"
"001628"|"bednar/20021128_06dx012_[compiegne]_tasca_shopping"|"n/a"|"n/a"|"James Bednar, University of Edinburgh"
"001629"|"moray/dsc_2993"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001630"|"flickr_cat/83954874"|"83954874"|"hansd"|"hansd"
"001631"|"msrcorid_animals_sheep_general/117_1760"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001632"|"flickr_bicycle/72319982"|"72319982"|"hundenfalco"|"hundenfalco"
"001633"|"flickr_horse/79480841"|"79480841"|"readytogallop"|"readytogallop"
"001634"|"msrcorid_bicycles_side view, single/158_5873"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001635"|"flickr_dog/84124485"|"84124485"|"potiguar"|"Potiguar Fag?"
"001636"|"msrcorid_bicycles_general/106_0629"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001637"|"msrcorid_animals_cows_general/109_0940"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001638"|"flickr_cow/53836692"|"53836692"|"Perfectiononacurve"|"Autumn"
"001639"|"flickr_sheep/52582177"|"52582177"|"Little Jeane"|"Jeane Lutz"
"001640"|"flickr_bicycle/71897982"|"71897982"|"luiginter"|"luiginter"
"001641"|"flickr_cow/64822424"|"64822424"|"Spy to die 4"|"Spyridoula"
"001642"|"flickr_dog/84174974"|"84174974"|"Sloaner96"|"Rich Sloan"
"001643"|"flickr_dog/83993750"|"83993750"|"lynnieb"|"Linda"
"001644"|"msrcorid_cars_rear view/160_6093"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001645"|"flickr_sheep/78428022"|"78428022"|"StickerEsq"|"Ian Ramsey"
"001646"|"bednar/20031005_03dx002"|"n/a"|"n/a"|"James Bednar, University of Edinburgh"
"001647"|"flickr_dog/84168447"|"84168447"|"Paul Plummer"|"Paul Plummer"
"001648"|"flickr_horse/72104254"|"72104254"|"moosterbroek"|"moosterbroek"
"001649"|"flickr_dog/83875181"|"83875181"|"Duke of Aberdeen"|"Duke"
"001650"|"flickr_cat/84266107"|"84266107"|"VengefulLobster"|"VengefulLobster"
"001651"|"msrcorid_cars_side view/112_1226"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001652"|"flickr_horse/72507072"|"72507072"|"DanaKamp"|"Dana Kamp"
"001653"|"flickr_dog/85289163"|"85289163"|"NormnMiles"|"Joseph"
"001654"|"msrcorid_animals_cows_single/108_0874"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001655"|"flickr_horse/72513613"|"72513613"|"DanaKamp"|"Dana Kamp"
"001656"|"flickr_motorbike/19514207"|"19514207"|"Speedymax"|"Simon"
"001657"|"flickr_motorbike/23649928"|"23649928"|"alex felipe"|"alex felipe"
"001658"|"msrcorid_bicycles_side view, single/179_7978"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001659"|"flickr_bus/71815241"|"71815241"|"Ian Fuller"|"Ian Fuller"
"001660"|"schroff/imgp0043_"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001661"|"flickr_motorbike/18052728"|"18052728"|"Smartini"|"Steve Martin"
"001662"|"flickr_sheep/56109593"|"56109593"|"arrrika"|"erika dot net"
"001663"|"msrcorid_cars_rear view/153_5332"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001664"|"msrcorid_cars_side view/104_0409"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001665"|"flickr_motorbike/23266948"|"23266948"|"orangeek"|"orangeek"
"001666"|"flickr_dog/83875562"|"83875562"|"Duke of Aberdeen"|"Duke"
"001667"|"flickr_sheep/83900681"|"83900681"|"Scruffy Badger"|"Scruffy Badger"
"001668"|"schroff/imgp0270"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001669"|"schroff/p8220012_"|"n/a"|"n/a"|"Florian Schroff, University of Oxford"
"001670"|"moray/dsc_2991"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001671"|"flickr_bicycle/77456655"|"77456655"|"shaderlab"|"Randy Reddig"
"001672"|"flickr_cat/84096339"|"84096339"|"sidesmirk"|"Meghan"
"001673"|"flickr_cow/68633145"|"68633145"|"slimothy"|"Steve Lim"
"001674"|"flickr_dog/83875430"|"83875430"|"Duke of Aberdeen"|"Duke"
"001675"|"flickr_dog/84161836"|"84161836"|"JustPlucky"|"JustPlucky"
"001676"|"flickr_cow/83566676"|"83566676"|"Celebrate Sue"|"Susan Latham"
"001677"|"flickr_cat/84121245"|"84121245"|"ambienttraffic"|"Tracie Lee"
"001678"|"flickr_cat/84162834"|"84162834"|"Annejelynn"|"Ang in Sin City"
"001679"|"flickr_dog/84825068"|"84825068"|"PhotoShmoto"|"PhotoShmoto"
"001680"|"flickr_sheep/47549579"|"47549579"|"Ryan Greenberg"|"Ryan Greenberg"
"001681"|"flickr_dog/84010528"|"84010528"|"gummyAvenger"|"Daniel Isenhower"
"001682"|"flickr_bus/73002955"|"73002955"|"JimboM"|"Jim Moore"
"001683"|"flickr_horse/71525820"|"71525820"|"timparkinson"|"Tim Parkinson"
"001684"|"sharmeli/dsc04143"|"n/a"|"n/a"|"Stefan Harmeling, University of Edinburgh"
"001685"|"moray/dsc_2910"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001686"|"flickr_cow/64276696"|"64276696"|"wrathena"|"Athena"
"001687"|"flickr_bus/71939000"|"71939000"|"Will Rise"|"Will Rise"
"001688"|"moray/dsc_2934"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001689"|"flickr_dog/83931394"|"83931394"|"phoned"|"phoned"
"001690"|"flickr_horse/73652848"|"73652848"|"ecuriesdiabolo"|"C?line Tremblay"
"001691"|"flickr_horse/73981104"|"73981104"|"soulvision"|"Wendy Roth"
"001692"|"flickr_motorbike/12445887"|"12445887"|"Kalense Kid"|"Martin Sharman"
"001693"|"flickr_dog/83997657"|"83997657"|"piscestiff"|"piscestiff"
"001694"|"flickr_bus/70648926"|"70648926"|"Amy Rathke"|"greazyamy"
"001695"|"flickr_bus/72503471"|"72503471"|"USTommyMC"|"Denny Gomez"
"001696"|"msrcorid_cars_rear view/161_6159"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001697"|"flickr_cat/83886810"|"83886810"|"minnemynx"|"minnemynx"
"001698"|"msrcorid_cars_rear view/161_6101"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001699"|"flickr_cat/84948089"|"84948089"|"mav | port2port"|"mav | port2port"
"001700"|"flickr_horse/71438598"|"71438598"|"andyi"|"Andy Ihnatko"
"001701"|"flickr_dog/84513087"|"84513087"|"evil batch"|"evil batch"
"001702"|"flickr_cow/53873892"|"53873892"|"Perfectiononacurve"|"Autumn"
"001703"|"flickr_dog/84161624"|"84161624"|"JustPlucky"|"JustPlucky"
"001704"|"flickr_motorbike/26630324"|"26630324"|"frielp"|"Paul Friel"
"001705"|"flickr_cat/84055289"|"84055289"|"Mel1st"|"Mel"
"001706"|"flickr_sheep/48389682"|"48389682"|"terrapin"|"Rick Scully"
"001707"|"msrcorid_cars_rear view/160_6075"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001708"|"msrcorid_cars_rear view/112_1213"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001709"|"msrcorid_cars_side view/184_8496"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001710"|"flickr_cat/84126861"|"84126861"|"Sherrymac"|"Sharon Hull"
"001711"|"moray/dsc_2921"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001712"|"flickr_motorbike/34039414"|"34039414"|"_Nod"|"Thomas Lewis"
"001713"|"flickr_bus/71924017"|"71924017"|"happybuses"|"PETER"
"001714"|"msrcorid_animals_cows_general/118_1888"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001715"|"johnquinn/img_5630"|"n/a"|"n/a"|"John Quinn, University of Edinburgh"
"001716"|"flickr_horse/85367547"|"85367547"|"astazou"|"Damien"
"001717"|"flickr_bicycle/69792295"|"69792295"|"pictureinfocus"|"Keith H. Clarke"
"001718"|"flickr_horse/72325554"|"72325554"|"FreeMySoul"|"Free  my Soul"
"001719"|"msrcorid_cars_rear view/153_5308"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001720"|"flickr_dog/84158931"|"84158931"|"JustPlucky"|"JustPlucky"
"001721"|"me/dscn0570"|"n/a"|"n/a"|"Mark Everingham"
"001722"|"flickr_bicycle/75784646"|"75784646"|"Seth W."|"Seth Werkheiser"
"001723"|"flickr_dog/85573108"|"85573108"|"seungpyo"|"David Hong"
"001724"|"flickr_lorry/35481295"|"35481295"|"TidiousTed"|"Tidious Ted"
"001725"|"flickr_dog/85153092"|"85153092"|"zonagirl"|"Nancy"
"001726"|"flickr_cat/83936379"|"83936379"|"Chris Griego"|"Chris Griego"
"001727"|"flickr_dog/85650100"|"85650100"|"vp_bsu"|"vp_bsu"
"001728"|"msrcorid_bicycles_side view, single/104_0426"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001729"|"s0454392/100_0617"|"n/a"|"n/a"|"Juan Huo, University of Edinburgh"
"001730"|"flickr_motorbike/42797493"|"42797493"|"alechjo"|"Alexander Schroll"
"001731"|"msrcorid_animals_cows_single/118_1878"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001732"|"msrcorid_cars_side view/105_0561"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001733"|"msrcorid_cars_side view/160_6077"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001734"|"flickr_dog/84844332"|"84844332"|"pikester"|"pikester"
"001735"|"flickr_bus/71812479"|"71812479"|"Ian Fuller"|"Ian Fuller"
"001736"|"flickr_dog/85768537"|"85768537"|"slenderocean"|"slenderocean"
"001737"|"flickr_dog/84086554"|"84086554"|"anyold_girl"|"anyold_girl"
"001738"|"flickr_bicycle/79599596"|"79599596"|"EXB-WDC"|"Elvert Barnes"
"001739"|"moray/dsc_3017"|"n/a"|"n/a"|"Moray Allen, University of Edinburgh"
"001740"|"flickr_dog/84168026"|"84168026"|"Paul Plummer"|"Paul Plummer"
"001741"|"flickr_cow/56087800"|"56087800"|"Joe Devitt"|"Joseph Devitt"
"001742"|"msrcorid_animals_sheep_single/110_1061"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001743"|"flickr_horse/71577164"|"71577164"|"JayRatcliffe"|"Jay"
"001744"|"msrcorid_bicycles_side view, single/158_5832"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001745"|"msrcorid_animals_sheep_single/111_1137"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001746"|"flickr_lorry/64063681"|"64063681"|"fusionstream"|"fusionstream"
"001747"|"flickr_cat/84895416"|"84895416"|"le petit ?cureuil"|"le petit ?cureuil"
"001748"|"flickr_motorbike/17999038"|"17999038"|"ZaksterNT"|"Zak Sherwood"
"001749"|"msrcorid_cars_rear view/184_8450"|"n/a"|"n/a"|"Microsoft Research Cambridge"
"001750"|"flickr_cat/83938527"|"83938527"|"Chris Griego"|"Chris Griego"
"001751"|"flickr_cow/58233281"|"58233281"|"karst"|"karst de jong"
